PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Is indexable page,Canonical URL,Canonical URL code,Canonical URL patch,Canonical URL patch status,No. of canonical inlinks,Content hash,No. of pages having the same content,Title patch,Title patch status,Meta description,Meta description patch,Meta description patch status,H1
20,https://www.pandalime.com/scanner/product-manager,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/software-engineer-at-tcs,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/software-engineer,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/data-scientist-at-infosys,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/react-developer-at-tcs,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/tcs-freshers,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/react-developer-at-microsoft,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/data-scientist-at-google,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/software-engineer-at-infosys,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/ai-engineer-at-wipro,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/privacy-policy,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/data-scientist-at-top%20startups,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/python-developer-at-microsoft,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/cloud-architect-at-google,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/full-stack-developer-at-top%20startups,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/data-scientist-at-tcs,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/data-scientist-at-amazon,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/cloud-architect-at-tcs,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/contact,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/react-developer-at-amazon,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/software-engineer-at-amazon,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/full-stack-developer-at-google,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/python-developer-at-wipro,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/login,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/python-developer-at-infosys,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/software-engineer-at-google,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/python-developer-at-tcs,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/cloud-architect-at-microsoft,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/roast-wall,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/software-engineer-at-top%20startups,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/front-end-developer,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/dashboard,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/full-stack-developer-at-amazon,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/terms,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/ai-engineer-at-top%20startups,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/ai-engineer-at-infosys,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/python-developer-at-amazon,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/cloud-architect-at-top%20startups,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/python-developer-at-google,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
20,https://www.pandalime.com/scanner/react-developer-at-top%20startups,Scan Resume for Free,text/html; charset=utf-8,false,200,0,1,true,,,,,0,15505260897670444147,63,,,,,,
21,https://www.pandalime.com/,Scan Resume for Free,text/html; charset=utf-8,false,200,0,0,true,,,,,0,15505260897670444147,63,,,,,,
